state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,day,month_name,hour,area_type
Telangana,Unknown,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,Friday,,,Unknown
Andhra Pradesh,Visakhapatnam,2021,December,Thursday,07:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,Unknown,No,Curve,Thursday,,,Unknown
Chhattisgarh,Unknown,2019,May,Friday,00:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,Friday,,,Unknown
Madhya Pradesh,Unknown,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,Thursday,,,Unknown
Assam,Unknown,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,Unknown,52,51,Female,Expired,No,Curve,Sunday,,,Unknown
Nagaland,Unknown,2018,March,Monday,08:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,Unknown,53,48,Female,Unknown,Yes,Curve,Monday,,,Rural
Karnataka,Bangalore,2020,May,Monday,02:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,Monday,,,Unknown
Chandigarh,Unknown,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,Unknown,119,51,Male,Expired,Yes,Bridge,Thursday,,,Unknown
Arunachal Pradesh,Unknown,2018,June,Sunday,04:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,Sunday,,,Rural
Puducherry,Unknown,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,Friday,,,Rural
Gujarat,Ahmedabad,2021,June,Saturday,06:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,Unknown,No,Bridge,Saturday,,,Rural
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,Saturday,,,Unknown
Assam,Unknown,2022,November,Saturday,07:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,Unknown,54,43,Female,Unknown,Yes,Intersection,Saturday,,,Rural
Jharkhand,Unknown,2018,March,Saturday,02:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,Unknown,No,Straight Road,Saturday,,,Unknown
Meghalaya,Unknown,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,Unknown,54,51,Male,Unknown,No,Bridge,Sunday,,,Unknown
Bihar,Unknown,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,Tuesday,,,Rural
Manipur,Unknown,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,Unknown,No,Intersection,Monday,,,Unknown
Uttarakhand,Unknown,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,Wednesday,,,Unknown
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,Unknown,90,48,Male,Valid,Yes,Intersection,Saturday,,,Rural
Bihar,Unknown,2019,March,Saturday,06:04,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,Saturday,,,Unknown
Tripura,Unknown,2019,September,Friday,07:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,Friday,,,Rural
Haryana,Unknown,2023,September,Wednesday,02:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,Unknown,75,61,Male,Unknown,No,Bridge,Wednesday,,,Unknown
Telangana,Unknown,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,Unknown,116,62,Male,Expired,Yes,Curve,Thursday,,,Unknown
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,Saturday,,,Unknown
Puducherry,Unknown,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,Wednesday,,,Rural
Puducherry,Unknown,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,Unknown,No,Bridge,Sunday,,,Unknown
Madhya Pradesh,Unknown,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,Saturday,,,Unknown
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,Friday,,,Unknown
Assam,Unknown,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,Sunday,,,Rural
Chandigarh,Unknown,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,Thursday,,,Unknown
Himachal Pradesh,Unknown,2023,December,Friday,05:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,Friday,,,Unknown
Sikkim,Unknown,2021,September,Saturday,04:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,Unknown,No,Bridge,Saturday,,,Unknown
Odisha,Unknown,2020,December,Monday,02:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,Unknown,Yes,Straight Road,Monday,,,Unknown
Tamil Nadu,Coimbatore,2023,January,Sunday,04:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,Unknown,34,51,Female,Unknown,No,Curve,Sunday,,,Unknown
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,Unknown,No,Intersection,Monday,,,Unknown
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,Sunday,,,Rural
Madhya Pradesh,Unknown,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,Unknown,108,47,Male,Expired,Yes,Curve,Saturday,,,Unknown
Puducherry,Unknown,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,Tuesday,,,Rural
Kerala,Unknown,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,Unknown,78,62,Male,Unknown,Yes,Curve,Saturday,,,Rural
Assam,Unknown,2020,December,Saturday,03:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,Saturday,,,Rural
Delhi,Rohini,2022,September,Thursday,09:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,Unknown,Yes,Straight Road,Thursday,,,Unknown
Haryana,Unknown,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,Monday,,,Unknown
Punjab,Unknown,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,Unknown,No,Intersection,Saturday,,,Unknown
Assam,Unknown,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,Sunday,,,Unknown
Odisha,Unknown,2023,May,Wednesday,06:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,Wednesday,,,Rural
Chhattisgarh,Unknown,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,Unknown,No,Straight Road,Tuesday,,,Unknown
Sikkim,Unknown,2018,June,Saturday,05:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,Saturday,,,Unknown
Mizoram,Unknown,2019,June,Monday,05:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,Monday,,,Unknown
West Bengal,Siliguri,2018,August,Thursday,03:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,Thursday,,,Unknown
Bihar,Unknown,2019,May,Sunday,05:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,Sunday,,,Rural
Tripura,Unknown,2018,February,Wednesday,00:06,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,Unknown,Yes,Intersection,Wednesday,,,Rural
West Bengal,Durgapur,2021,July,Saturday,03:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,Saturday,,,Unknown
Rajasthan,Udaipur,2023,December,Tuesday,22:00,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,Tuesday,,,Unknown
Tripura,Unknown,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,Unknown,90,43,Female,Expired,No,Curve,Wednesday,,,Rural
Bihar,Unknown,2021,January,Sunday,20:17,Fatal,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,Sunday,,,Rural
Rajasthan,Udaipur,2022,February,Tuesday,12:25,Serious,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,Unknown,51,47,Male,Unknown,No,Intersection,Tuesday,,,Unknown
Jharkhand,Unknown,2023,June,Tuesday,07:02,Fatal,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,Unknown,83,40,Female,Expired,No,Curve,Tuesday,,,Unknown
Delhi,New Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,Tuesday,,,Rural
Punjab,Unknown,2018,June,Monday,00:54,Minor,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,Monday,,,Unknown
Sikkim,Unknown,2020,April,Saturday,04:09,Minor,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,Unknown,No,Bridge,Saturday,,,Unknown
Tamil Nadu,Chennai,2018,May,Tuesday,12:58,Minor,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,Unknown,117,60,Female,Expired,Yes,Straight Road,Tuesday,,,Unknown
Uttarakhand,Unknown,2020,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,Monday,,,Unknown
Himachal Pradesh,Unknown,2020,November,Monday,03:03,Minor,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,Monday,,,Rural
Gujarat,Ahmedabad,2022,June,Wednesday,15:17,Fatal,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,Wednesday,,,Unknown
Uttar Pradesh,Varanasi,2018,October,Tuesday,19:42,Serious,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,Tuesday,,,Unknown
Madhya Pradesh,Unknown,2020,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,Unknown,34,38,Female,Valid,No,Straight Road,Sunday,,,Unknown
Karnataka,Mangalore,2019,January,Tuesday,12:21,Fatal,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,Tuesday,,,Unknown
Manipur,Unknown,2019,August,Friday,02:01,Minor,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,Friday,,,Unknown
Madhya Pradesh,Unknown,2019,February,Thursday,08:19,Serious,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,Thursday,,,Unknown
Uttarakhand,Unknown,2021,November,Sunday,13:44,Minor,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,Unknown,49,53,Female,Unknown,Yes,Curve,Sunday,,,Unknown
Jammu And Kashmir,Unknown,2021,October,Friday,11:52,Minor,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,Friday,,,Unknown
Goa,Unknown,2022,February,Friday,21:05,Fatal,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,Unknown,No,Intersection,Friday,,,Unknown
Uttarakhand,Unknown,2021,May,Tuesday,00:41,Fatal,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,Unknown,Yes,Straight Road,Tuesday,,,Unknown
Chhattisgarh,Unknown,2021,November,Friday,04:24,Minor,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,Friday,,,Unknown
Maharashtra,Pune,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,Unknown,No,Intersection,Thursday,,,Unknown
Maharashtra,Mumbai,2021,May,Monday,01:04,Serious,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,Unknown,50,40,Male,Valid,Yes,Straight Road,Monday,,,Unknown
Manipur,Unknown,2022,October,Saturday,00:06,Fatal,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,Saturday,,,Unknown
Himachal Pradesh,Unknown,2023,March,Tuesday,05:14,Minor,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,Tuesday,,,Unknown
Delhi,New Delhi,2021,September,Thursday,20:15,Serious,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,Thursday,,,Rural
Nagaland,Unknown,2021,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,Wednesday,,,Unknown
Karnataka,Mysore,2023,March,Friday,21:18,Serious,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,Friday,,,Unknown
Manipur,Unknown,2022,May,Wednesday,17:08,Serious,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,Wednesday,,,Unknown
Meghalaya,Unknown,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,Unknown,99,50,Female,Unknown,Yes,Straight Road,Saturday,,,Rural
Telangana,Unknown,2019,June,Wednesday,09:33,Minor,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,Wednesday,,,Unknown
Arunachal Pradesh,Unknown,2021,November,Monday,13:04,Minor,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,Unknown,43,67,Male,Expired,Yes,Curve,Monday,,,Unknown
Goa,Unknown,2019,August,Thursday,16:07,Minor,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,Thursday,,,Unknown
Punjab,Unknown,2021,November,Saturday,19:19,Serious,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,Saturday,,,Unknown
Bihar,Unknown,2023,April,Thursday,16:26,Minor,2,Car,7,4,Stormy,State Highway,Dry,Dawn,Unknown,54,26,Female,Expired,No,Bridge,Thursday,,,Unknown
Goa,Unknown,2021,May,Friday,11:16,Minor,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,Friday,,,Rural
Haryana,Unknown,2023,December,Wednesday,13:48,Minor,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,Wednesday,,,Unknown
Gujarat,Ahmedabad,2020,April,Sunday,17:25,Minor,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,Sunday,,,Unknown
Nagaland,Unknown,2021,April,Wednesday,22:45,Fatal,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,Wednesday,,,Unknown
Manipur,Unknown,2021,January,Wednesday,00:54,Serious,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,Unknown,42,38,Male,Unknown,Yes,Intersection,Wednesday,,,Unknown
Kerala,Unknown,2021,December,Friday,17:01,Serious,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,Unknown,100,30,Male,Unknown,No,Curve,Friday,,,Rural
Goa,Unknown,2019,June,Wednesday,14:59,Serious,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,Wednesday,,,Unknown
Sikkim,Unknown,2021,August,Thursday,13:11,Serious,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,Thursday,,,Unknown
Puducherry,Unknown,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,Wednesday,,,Unknown
Arunachal Pradesh,Unknown,2019,December,Thursday,11:33,Fatal,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,Unknown,Yes,Curve,Thursday,,,Unknown
Uttar Pradesh,Lucknow,2021,April,Tuesday,21:09,Serious,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,Unknown,No,Straight Road,Tuesday,,,Unknown
Goa,Unknown,2019,June,Monday,04:45,Fatal,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,Unknown,No,Straight Road,Monday,,,Unknown
Jharkhand,Unknown,2023,April,Monday,09:22,Serious,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,Monday,,,Unknown
West Bengal,Kolkata,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,Unknown,112,38,Female,Unknown,Yes,Bridge,Thursday,,,Rural
Odisha,Unknown,2018,November,Thursday,16:36,Serious,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,Unknown,No,Curve,Thursday,,,Rural
Punjab,Unknown,2020,January,Monday,08:09,Serious,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,Unknown,85,52,Male,Expired,Yes,Bridge,Monday,,,Unknown
Jharkhand,Unknown,2020,August,Monday,08:31,Serious,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,Monday,,,Unknown
Bihar,Unknown,2023,April,Tuesday,08:55,Minor,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,Tuesday,,,Unknown
Nagaland,Unknown,2019,March,Thursday,07:29,Serious,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,Unknown,No,Straight Road,Thursday,,,Rural
Jharkhand,Unknown,2023,February,Thursday,22:27,Minor,1,Car,0,1,Clear,Village Road,Dry,Daylight,Signs,65,19,Female,Expired,Yes,Straight Road,Thursday,,,Unknown
Kerala,Unknown,2022,October,Tuesday,00:07,Serious,4,Pedestrian,10,0,Stormy,State Highway,Under Construction,Dawn,Signs,66,23,Female,Valid,No,Curve,Tuesday,,,Unknown
Sikkim,Unknown,2021,January,Wednesday,00:00,Minor,4,Bus,4,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,47,Male,Expired,No,Bridge,Wednesday,,,Unknown
Telangana,Unknown,2022,September,Wednesday,16:38,Fatal,3,Two-Wheeler,6,1,Clear,National Highway,Dry,Daylight,Signs,46,44,Male,Valid,Yes,Curve,Wednesday,,,Rural
Goa,Unknown,2018,May,Tuesday,06:54,Minor,1,Cycle,1,2,Clear,National Highway,Wet,Dusk,Signs,119,40,Female,Unknown,Yes,Bridge,Tuesday,,,Rural
Karnataka,Mysore,2019,March,Wednesday,17:11,Serious,1,Auto-Rickshaw,9,3,Hazy,Village Road,Wet,Dark,Unknown,57,39,Female,Valid,Yes,Intersection,Wednesday,,,Unknown
West Bengal,Kolkata,2018,May,Friday,17:10,Fatal,4,Car,10,2,Foggy,Urban Road,Under Construction,Daylight,Signs,115,32,Male,Valid,No,Intersection,Friday,,,Unknown
Karnataka,Bangalore,2018,July,Sunday,23:46,Serious,5,Two-Wheeler,10,5,Clear,Village Road,Dry,Daylight,Signs,85,48,Female,Valid,No,Bridge,Sunday,,,Unknown
Jammu And Kashmir,Unknown,2022,January,Saturday,02:23,Serious,4,Two-Wheeler,3,5,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Expired,No,Curve,Saturday,,,Rural
Chandigarh,Unknown,2021,November,Friday,14:20,Serious,1,Two-Wheeler,2,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,27,Female,Unknown,No,Bridge,Friday,,,Rural
Madhya Pradesh,Unknown,2020,January,Sunday,20:05,Minor,4,Two-Wheeler,7,5,Clear,National Highway,Under Construction,Dawn,Signs,81,35,Female,Unknown,Yes,Straight Road,Sunday,,,Rural
Odisha,Unknown,2021,November,Friday,09:13,Minor,3,Two-Wheeler,9,4,Hazy,Village Road,Damaged,Daylight,Unknown,31,58,Male,Expired,No,Bridge,Friday,,,Unknown
Rajasthan,Jodhpur,2022,August,Friday,10:34,Minor,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,65,Male,Valid,Yes,Bridge,Friday,,,Unknown
Uttarakhand,Unknown,2018,July,Friday,06:40,Serious,5,Cycle,3,0,Hazy,State Highway,Damaged,Dusk,Signs,61,18,Male,Expired,Yes,Bridge,Friday,,,Unknown
Uttarakhand,Unknown,2022,August,Monday,23:32,Serious,3,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Signs,66,54,Male,Valid,Yes,Bridge,Monday,,,Unknown
Kerala,Unknown,2020,January,Thursday,19:54,Serious,3,Bus,3,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,56,Female,Expired,No,Intersection,Thursday,,,Rural
Madhya Pradesh,Unknown,2022,November,Wednesday,20:31,Fatal,3,Pedestrian,9,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,69,61,Female,Unknown,Yes,Curve,Wednesday,,,Unknown
Meghalaya,Unknown,2022,March,Thursday,03:10,Serious,5,Pedestrian,8,3,Hazy,State Highway,Wet,Daylight,Unknown,98,51,Male,Unknown,No,Intersection,Thursday,,,Unknown
Himachal Pradesh,Unknown,2020,June,Tuesday,01:08,Serious,5,Car,4,1,Stormy,Village Road,Damaged,Dusk,Unknown,37,68,Male,Valid,No,Straight Road,Tuesday,,,Unknown
Karnataka,Bangalore,2022,June,Friday,20:12,Fatal,4,Auto-Rickshaw,1,0,Clear,Village Road,Wet,Dawn,Signals,39,40,Female,Expired,Yes,Straight Road,Friday,,,Unknown
Goa,Unknown,2019,May,Friday,12:00,Serious,3,Two-Wheeler,0,2,Rainy,Village Road,Under Construction,Dawn,Unknown,60,34,Female,Valid,Yes,Intersection,Friday,,,Unknown
Tamil Nadu,Madurai,2019,October,Monday,18:40,Minor,5,Two-Wheeler,1,5,Clear,Urban Road,Damaged,Daylight,Unknown,61,52,Female,Valid,No,Bridge,Monday,,,Unknown
Telangana,Unknown,2020,June,Monday,08:07,Fatal,3,Cycle,0,5,Stormy,National Highway,Under Construction,Dawn,Signals,54,50,Male,Expired,Yes,Curve,Monday,,,Rural
Tripura,Unknown,2020,January,Friday,06:37,Minor,5,Pedestrian,8,1,Rainy,National Highway,Damaged,Dusk,Police Checkpost,82,61,Female,Unknown,No,Intersection,Friday,,,Rural
West Bengal,Siliguri,2018,September,Friday,08:31,Fatal,4,Truck,5,0,Stormy,State Highway,Wet,Dusk,Unknown,76,26,Male,Expired,Yes,Bridge,Friday,,,Unknown
Meghalaya,Unknown,2021,March,Sunday,04:08,Serious,3,Bus,8,1,Foggy,National Highway,Damaged,Dawn,Signals,116,24,Male,Valid,No,Curve,Sunday,,,Rural
Telangana,Unknown,2021,February,Friday,22:04,Serious,2,Two-Wheeler,4,3,Clear,National Highway,Dry,Daylight,Police Checkpost,60,56,Female,Expired,No,Curve,Friday,,,Rural
West Bengal,Siliguri,2020,August,Saturday,06:27,Fatal,2,Car,10,4,Foggy,National Highway,Under Construction,Daylight,Unknown,103,51,Male,Expired,Yes,Intersection,Saturday,,,Rural
Madhya Pradesh,Unknown,2019,July,Sunday,17:12,Fatal,3,Bus,0,2,Clear,Urban Road,Dry,Daylight,Unknown,32,70,Male,Unknown,Yes,Straight Road,Sunday,,,Unknown
Sikkim,Unknown,2021,December,Friday,21:32,Fatal,5,Bus,7,4,Stormy,National Highway,Wet,Dark,Signals,109,61,Female,Expired,Yes,Straight Road,Friday,,,Rural
Goa,Unknown,2019,November,Wednesday,14:26,Minor,1,Cycle,3,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,62,62,Male,Unknown,No,Bridge,Wednesday,,,Unknown
Chandigarh,Unknown,2019,January,Thursday,23:05,Serious,2,Bus,5,3,Hazy,Village Road,Dry,Dawn,Signals,46,51,Male,Unknown,Yes,Intersection,Thursday,,,Unknown
